2011 Statistical Area Level 1  (SA1) 7-Digit Code,Usual Resident Population,Score,Ranking within Australia Rank,Ranking within Australia Decile, Ranking within Australia Percentile,Ranking within State or Territory State,Ranking within State or Territory Rank,Ranking within State or Territory Decile,Ranking within State or Territory Percentile
1102525,384,973,16531,4,32,NSW,5978,4,35
1102526,331,1024,27173,6,52,NSW,9228,6,54
1102527,446,1039,31219,6,60,NSW,10416,7,61
1102528,612,944,12123,3,24,NSW,4511,3,27
1102529,350,912,8383,2,16,NSW,3230,2,19
1102530,342,1028,28207,6,54,NSW,9545,6,56
1102601,475,961,14615,3,28,NSW,5329,4,32
1102602,526,985,18665,4,36,NSW,6655,4,39
1102603,334,1003,22506,5,43,NSW,7863,5,46
1102604,333,928,10198,2,20,NSW,3846,3,23
1102605,486,978,17374,4,34,NSW,6246,4,37
1102606,284,1035,29983,6,58,NSW,10041,6,59
1102607,438,962,14719,3,28,NSW,5365,4,32
1102608,351,908,8035,2,16,NSW,3103,2,19
1102609,396,848,3764,1,8,NSW,1482,1,9
1102610,264,726,951,1,2,NSW,365,1,3
1102611,240,1054,35039,7,67,NSW,11500,7,68
1102612,219,890,6388,2,13,NSW,2469,2,15
1102613,228,1018,25754,5,49,NSW,8803,6,52
1102614,554,973,16539,4,32,NSW,5982,4,35
1102615,368,986,18944,4,37,NSW,6747,4,40
1102616,188,1046,32960,7,63,NSW,10900,7,64
1102617,224,984,18558,4,36,NSW,6617,4,39
1102618,279,1003,22452,5,43,NSW,7849,5,46
1102619,342,1022,26778,6,51,NSW,9112,6,54
1102620,274,833,3099,1,6,NSW,1242,1,8
1102621,319,889,6315,2,13,NSW,2446,2,15
1102622,232,996,20893,4,40,NSW,7368,5,44
1102623,277,862,4459,1,9,NSW,1726,2,11
1102701,226,963,14910,3,29,NSW,5431,4,32
1102702,337,918,9065,2,18,NSW,3484,3,21
1102703,158,1074,40212,8,77,NSW,12907,8,76
1102704,245,933,10740,3,21,NSW,4034,3,24
1102705,426,944,12186,3,24,NSW,4529,3,27
1102706,545,946,12429,3,24,NSW,4607,3,27
1102707,523,909,8125,2,16,NSW,3136,2,19
1102708,334,922,9510,2,19,NSW,3625,3,22
1102709,527,975,16821,4,32,NSW,6071,4,36
1102710,193,995,20649,4,40,NSW,7292,5,43
1102712,391,998,21224,5,41,NSW,7468,5,44
1102713,421,1030,28858,6,55,NSW,9727,6,57
1102717,250,885,6035,2,12,NSW,2344,2,14
1102718,325,915,8696,2,17,NSW,3345,2,20
1102719,395,875,5309,2,11,NSW,2030,2,12
1102720,278,976,17055,4,33,NSW,6151,4,36
1102721,525,970,16035,4,31,NSW,5822,4,34
1102722,131,460,92,1,1,NSW,24,1,1
1102723,247,999,21412,5,41,NSW,7527,5,44
1102724,378,970,15987,4,31,NSW,5806,4,34
1102725,339,963,14907,3,29,NSW,5429,4,32
1102726,205,1025,27511,6,53,NSW,9330,6,55
1102727,373,1013,24560,5,47,NSW,8437,5,50
1102728,276,841,3432,1,7,NSW,1375,1,9
1102729,551,919,9129,2,18,NSW,3511,3,21
1102802,566,1100,46258,9,88,NSW,14771,9,87
1102803,549,1063,37533,8,72,NSW,12209,8,72
1102804,230,1106,47635,10,91,NSW,15221,9,89
1102805,322,1084,42638,9,82,NSW,13632,8,80
1102806,505,1021,26498,6,51,NSW,9026,6,53
1102807,378,1088,43613,9,83,NSW,13946,9,82
1102808,397,1092,44594,9,85,NSW,14245,9,84
1102809,599,1088,43755,9,84,NSW,13994,9,82
1102810,489,1081,41909,8,80,NSW,13423,8,79
1102811,431,1062,37221,8,71,NSW,12121,8,71
1102812,375,1021,26586,6,51,NSW,9052,6,53
1102813,382,1012,24435,5,47,NSW,8403,5,50
1102814,405,1070,39185,8,75,NSW,12623,8,74
1102815,316,1104,47250,9,90,NSW,15088,9,89
1102816,284,1051,34195,7,66,NSW,11267,7,66
1102817,370,1067,38426,8,74,NSW,12446,8,73
1102818,401,1088,43682,9,84,NSW,13973,9,82
1102901,289,1078,41288,8,79,NSW,13224,8,78
1102902,266,1077,40894,8,78,NSW,13098,8,77
1102903,411,1012,24533,5,47,NSW,8427,5,50
1102904,476,1023,27042,6,52,NSW,9191,6,54
1102905,384,1049,33625,7,64,NSW,11110,7,65
1102906,193,1072,39796,8,76,NSW,12793,8,75
1102907,289,1071,39517,8,76,NSW,12724,8,75
1102908,389,1055,35399,7,68,NSW,11617,7,68
1102909,356,1059,36428,7,70,NSW,11901,7,70
1102910,505,993,20301,4,39,NSW,7168,5,42
1102911,457,1054,35149,7,67,NSW,11539,7,68
1102912,464,1095,45319,9,87,NSW,14473,9,85
1102913,315,1083,42502,9,81,NSW,13590,8,80
1102914,305,1077,40952,8,78,NSW,13120,8,77
1102915,518,1091,44250,9,85,NSW,14128,9,83
1102916,362,1041,31542,6,60,NSW,10504,7,62
1102917,249,1087,43519,9,83,NSW,13917,9,82
1102918,390,1084,42787,9,82,NSW,13687,8,80
1102919,287,1044,32495,7,62,NSW,10757,7,63
1102922,494,1083,42558,9,81,NSW,13608,8,80
1102923,405,1074,40144,8,77,NSW,12889,8,76
1102924,517,1117,49631,10,95,NSW,15930,10,93
1102925,501,1021,26608,6,51,NSW,9059,6,53
1102926,298,1062,37214,8,71,NSW,12120,8,71
1102927,531,1062,37163,8,71,NSW,12106,8,71
1102928,680,908,8042,2,16,NSW,3106,2,19
1103001,425,1046,32947,7,63,NSW,10894,7,64
1103002,557,1061,37005,8,71,NSW,12061,8,71
1103003,218,1042,31817,7,61,NSW,10576,7,62
1103004,328,1010,24009,5,46,NSW,8287,5,49
1103005,287,1036,30385,6,58,NSW,10166,6,60
1103006,342,1053,34716,7,67,NSW,11400,7,67
1103007,379,1054,35052,7,67,NSW,11503,7,68
1103008,204,1047,33170,7,64,NSW,10957,7,64
1103009,386,1009,23730,5,46,NSW,8208,5,48
1103010,360,1001,22016,5,42,NSW,7697,5,45
1103011,515,918,8978,2,18,NSW,3445,3,21
1103012,425,1054,35203,7,67,NSW,11552,7,68
1103101,311,1105,47475,10,91,NSW,15163,9,89
1103102,318,1062,37300,8,71,NSW,12145,8,71
1103103,331,853,4011,1,8,NSW,1562,1,10
1103104,411,801,2095,1,4,NSW,838,1,5
1103105,520,1049,33633,7,64,NSW,11113,7,65
1103106,235,976,17086,4,33,NSW,6160,4,36
1103108,248,1131,51346,10,98,NSW,16587,10,97
1103109,254,1080,41719,8,80,NSW,13362,8,78
1103110,456,980,17803,4,34,NSW,6383,4,38
1103111,329,1005,22849,5,44,NSW,7953,5,47
1103112,159,1129,51215,10,98,NSW,16538,10,97
1103113,476,1104,47287,9,90,NSW,15100,9,89
1103114,457,1086,43297,9,83,NSW,13854,9,81
1103115,533,1111,48575,10,93,NSW,15561,10,91
1103116,471,1086,43204,9,83,NSW,13823,9,81
1103117,344,1083,42535,9,81,NSW,13600,8,80
1103118,337,1112,48720,10,93,NSW,15611,10,92
1103119,423,1091,44234,9,85,NSW,14127,9,83
1103120,392,1082,42308,9,81,NSW,13537,8,80
1103121,258,1072,39693,8,76,NSW,12766,8,75
1103122,394,1048,33516,7,64,NSW,11073,7,65
1103123,405,874,5204,1,10,NSW,2000,2,12
1103124,316,1026,27736,6,53,NSW,9400,6,55
1103125,242,1009,23602,5,45,NSW,8177,5,48
1103126,372,788,1771,1,4,NSW,713,1,5
1103127,318,1039,31074,6,60,NSW,10363,7,61
1103128,397,987,19192,4,37,NSW,6831,4,40
1103129,563,1077,40920,8,78,NSW,13112,8,77
1103130,306,1093,44798,9,86,NSW,14317,9,84
1103131,605,866,4748,1,10,NSW,1821,2,11
1103133,375,1080,41766,8,80,NSW,13381,8,79
1103134,424,1048,33543,7,64,NSW,11078,7,65
1103135,420,1048,33576,7,64,NSW,11091,7,65
1103136,399,1018,25833,5,50,NSW,8823,6,52
1103137,267,794,1900,1,4,NSW,768,1,5
1103138,494,1022,26837,6,52,NSW,9130,6,54
1103201,380,1026,27797,6,53,NSW,9423,6,56
1103202,473,861,4442,1,9,NSW,1718,2,11
1103203,746,1075,40611,8,78,NSW,13018,8,76
1103204,487,945,12311,3,24,NSW,4573,3,27
1103205,250,801,2099,1,4,NSW,839,1,5
1103207,226,952,13317,3,26,NSW,4906,3,29
1103208,444,950,13044,3,25,NSW,4815,3,29
1103209,784,1102,46785,9,89,NSW,14938,9,88
1103210,185,908,8008,2,16,NSW,3091,2,19
1103211,545,980,17801,4,34,NSW,6382,4,38
1103212,481,967,15612,3,30,NSW,5674,4,34
1103214,637,1028,28309,6,54,NSW,9572,6,56
1103215,187,993,20226,4,39,NSW,7142,5,42
1103216,301,1074,40141,8,77,NSW,12888,8,76
1103217,193,1032,29397,6,56,NSW,9887,6,58
1103218,567,1072,39619,8,76,NSW,12748,8,75
1103219,345,1078,41184,8,79,NSW,13190,8,77
1103220,340,1014,24834,5,48,NSW,8526,5,50
1103221,300,1026,27679,6,53,NSW,9382,6,55
1103222,631,918,9033,2,18,NSW,3468,3,21
1103224,469,1009,23741,5,46,NSW,8211,5,48
1103225,242,1039,31028,6,60,NSW,10349,7,61
1103226,242,967,15532,3,30,NSW,5644,4,33
1103227,550,756,1275,1,3,NSW,513,1,3
1103228,678,877,5422,2,11,NSW,2084,2,13
1103229,324,883,5851,2,12,NSW,2269,2,14
1103230,455,924,9679,2,19,NSW,3680,3,22
1103231,455,1014,24814,5,48,NSW,8516,5,50
1103232,456,934,10839,3,21,NSW,4069,3,24
1103233,309,1020,26207,5,50,NSW,8945,6,53
1103234,713,1046,33071,7,63,NSW,10927,7,64
1103235,336,903,7563,2,15,NSW,2934,2,18
1103236,496,815,2487,1,5,NSW,997,1,6
1103237,331,952,13340,3,26,NSW,4913,3,29
1103238,307,1129,51218,10,98,NSW,16539,10,97
1103239,620,1023,26984,6,52,NSW,9172,6,54
1103240,347,877,5419,2,11,NSW,2081,2,13
1103241,396,980,17791,4,34,NSW,6379,4,38
1103242,550,901,7386,2,15,NSW,2863,2,17
1103243,521,1051,34331,7,66,NSW,11306,7,66
1103244,711,910,8220,2,16,NSW,3169,2,19
1103301,238,1020,26309,6,51,NSW,8972,6,53
1103302,484,1028,28228,6,54,NSW,9553,6,56
1103303,389,971,16257,4,31,NSW,5898,4,35
1103304,385,1067,38436,8,74,NSW,12449,8,73
1103305,315,1054,35008,7,67,NSW,11492,7,68
1103306,281,1052,34515,7,66,NSW,11352,7,67
1103307,206,1013,24575,5,47,NSW,8446,5,50
1103308,441,1063,37318,8,71,NSW,12149,8,71
1103310,333,1079,41528,8,79,NSW,13298,8,78
1103311,423,980,17783,4,34,NSW,6375,4,38
1103312,335,1078,41158,8,79,NSW,13181,8,77
1103313,314,1052,34451,7,66,NSW,11337,7,67
1103314,335,1019,26103,5,50,NSW,8913,6,53
1103315,780,1067,38401,8,74,NSW,12439,8,73
1103317,504,1019,26032,5,50,NSW,8889,6,52
1103318,209,1055,35443,7,68,NSW,11631,7,68
1103319,400,1035,30123,6,58,NSW,10093,6,59
1103401,408,949,12813,3,25,NSW,4734,3,28
1103402,366,1002,22183,5,43,NSW,7757,5,46
1103403,585,955,13774,3,27,NSW,5061,3,30
1103404,279,994,20523,4,40,NSW,7247,5,43
1103405,398,946,12448,3,24,NSW,4613,3,27
1103406,157,1030,28913,6,55,NSW,9738,6,57
1103407,269,1114,49015,10,94,NSW,15696,10,92
1103408,329,1044,32512,7,62,NSW,10762,7,63
1103409,308,1035,30124,6,58,NSW,10094,6,59
1103410,404,991,19961,4,38,NSW,7059,5,42
1103411,482,1072,39833,8,76,NSW,12802,8,75
1103412,504,1009,23811,5,46,NSW,8231,5,49
1103413,383,1081,42011,8,80,NSW,13453,8,79
1103414,388,897,6967,2,14,NSW,2700,2,16
1103415,150,954,13496,3,26,NSW,4968,3,29
1103416,448,966,15391,3,30,NSW,5602,4,33
1103417,370,975,16902,4,33,NSW,6097,4,36
1103419,331,1027,27982,6,54,NSW,9480,6,56
1103501,603,1044,32353,7,62,NSW,10710,7,63
1103502,346,909,8118,2,16,NSW,3132,2,19
1103503,489,1036,30301,6,58,NSW,10136,6,60
1103504,438,1028,28238,6,54,NSW,9556,6,56
1103505,422,1044,32565,7,62,NSW,10778,7,63
1103506,518,1062,37236,8,71,NSW,12125,8,71
1103507,311,980,17693,4,34,NSW,6348,4,38
1103508,422,1091,44324,9,85,NSW,14152,9,83
1103509,375,994,20454,4,39,NSW,7223,5,43
1103510,454,1032,29231,6,56,NSW,9847,6,58
1103511,471,1076,40733,8,78,NSW,13049,8,77
1103512,334,1018,25903,5,50,NSW,8851,6,52
1103513,329,1074,40298,8,77,NSW,12929,8,76
1103514,401,1003,22437,5,43,NSW,7846,5,46
1103515,305,897,6999,2,14,NSW,2712,2,16
1103516,243,969,15960,4,31,NSW,5795,4,34
1103517,35,1065,38070,8,73,NSW,12335,8,72
1103601,244,1093,44879,9,86,NSW,14347,9,84
1103602,245,1116,49484,10,95,NSW,15874,10,93
1103603,537,1031,29060,6,56,NSW,9794,6,58
1103604,298,1041,31638,7,61,NSW,10531,7,62
1103605,390,1081,42094,9,81,NSW,13475,8,79
1103606,278,1027,28087,6,54,NSW,9511,6,56
1103607,195,1105,47488,10,91,NSW,15167,9,89
1103608,341,1086,43214,9,83,NSW,13828,9,81
1103609,328,1080,41806,8,80,NSW,13390,8,79
1103610,606,967,15618,3,30,NSW,5676,4,34
1103611,334,1042,31809,7,61,NSW,10574,7,62
1103612,177,822,2729,1,6,NSW,1090,1,7
1103613,393,1033,29540,6,57,NSW,9926,6,58
1103614,549,1041,31635,7,61,NSW,10530,7,62
1103615,258,1040,31256,6,60,NSW,10427,7,61
1103616,316,1068,38669,8,74,NSW,12499,8,73
1103617,360,1076,40790,8,78,NSW,13065,8,77
1103618,259,1128,51088,10,98,NSW,16495,10,97
1103619,489,1000,21803,5,42,NSW,7636,5,45
1103620,503,941,11800,3,23,NSW,4410,3,26
1103621,619,1098,45823,9,88,NSW,14646,9,86
1103622,318,1034,29849,6,57,NSW,10003,6,59
1103701,669,992,20036,4,39,NSW,7079,5,42
1103702,522,1051,34161,7,65,NSW,11257,7,66
1103703,689,1020,26194,5,50,NSW,8938,6,53
1103704,239,1059,36352,7,70,NSW,11881,7,70
1103705,461,1026,27853,6,53,NSW,9442,6,56
1103706,369,1020,26378,6,51,NSW,8994,6,53
1103707,482,1091,44408,9,85,NSW,14178,9,83
1103708,219,1047,33158,7,64,NSW,10953,7,64
1103709,575,1036,30350,6,58,NSW,10152,6,60
1103710,397,1080,41759,8,80,NSW,13379,8,79
1103711,302,1035,30046,6,58,NSW,10071,6,59
1103712,293,1053,34739,7,67,NSW,11409,7,67
1103713,600,938,11401,3,22,NSW,4270,3,25
1103714,496,1044,32492,7,62,NSW,10755,7,63
1103801,422,1071,39539,8,76,NSW,12731,8,75
1103802,492,1041,31766,7,61,NSW,10563,7,62
1103803,351,1015,25057,5,48,NSW,8599,6,51
1103804,494,1006,23008,5,44,NSW,7997,5,47
1103805,279,1007,23147,5,45,NSW,8037,5,47
1103806,264,950,12964,3,25,NSW,4785,3,28
1103807,409,1041,31610,7,61,NSW,10523,7,62
1103809,528,1022,26710,6,51,NSW,9088,6,54
1103810,312,1080,41710,8,80,NSW,13359,8,78
1103811,466,1035,29988,6,58,NSW,10043,6,59
1103812,337,1067,38499,8,74,NSW,12463,8,73
1103813,511,1050,33977,7,65,NSW,11211,7,66
1103814,477,1052,34442,7,66,NSW,11334,7,67
1103815,323,1061,36908,8,71,NSW,12036,8,71
1103816,377,1041,31559,7,61,NSW,10508,7,62
1103817,338,1024,27375,6,53,NSW,9287,6,55
1103901,608,1108,48003,10,92,NSW,15359,9,90
1103902,376,1069,38823,8,74,NSW,12544,8,74
1103903,260,1013,24714,5,48,NSW,8485,5,50
1103904,528,1060,36706,7,70,NSW,11984,7,70
1103905,445,1062,37159,8,71,NSW,12105,8,71
1103906,474,1008,23386,5,45,NSW,8123,5,48
1103907,543,1063,37441,8,72,NSW,12182,8,72
1103908,389,1089,43803,9,84,NSW,14011,9,82
1103909,550,1039,31117,6,60,NSW,10379,7,61
1103910,705,1066,38258,8,73,NSW,12389,8,73
1103911,547,1066,38336,8,73,NSW,12411,8,73
1103912,541,1030,28786,6,55,NSW,9706,6,57
1103913,587,1059,36266,7,69,NSW,11858,7,70
1103914,323,1066,38229,8,73,NSW,12382,8,73
1103915,417,1077,41065,8,79,NSW,13153,8,77
1103916,480,1042,32029,7,61,NSW,10628,7,63
1103917,362,1056,35598,7,68,NSW,11673,7,69
1103918,507,1094,44998,9,86,NSW,14371,9,84
1103919,396,948,12677,3,25,NSW,4691,3,28
1103920,512,1052,34618,7,66,NSW,11374,7,67
1103921,641,1063,37378,8,72,NSW,12168,8,72
1103922,542,1115,49164,10,94,NSW,15755,10,92
1103923,266,1062,37133,8,71,NSW,12098,8,71
1103924,189,778,1603,1,4,NSW,643,1,4
1103925,421,1100,46311,9,89,NSW,14783,9,87
1103926,504,1104,47209,9,90,NSW,15075,9,88
1103927,452,1081,42009,8,80,NSW,13452,8,79
1104001,333,945,12289,3,24,NSW,4568,3,27
1104002,287,857,4224,1,9,NSW,1643,1,10
1104003,324,1075,40599,8,78,NSW,13015,8,76
1104004,447,1014,24858,5,48,NSW,8538,5,50
1104005,319,1060,36509,7,70,NSW,11931,7,70
1104006,493,928,10118,2,20,NSW,3821,3,23
1104007,307,916,8803,2,17,NSW,3379,2,20
1104009,469,885,6037,2,12,NSW,2346,2,14
1104010,280,879,5568,2,11,NSW,2148,2,13
1104011,336,947,12538,3,24,NSW,4643,3,28
1104012,289,980,17770,4,34,NSW,6373,4,38
1104013,514,990,19705,4,38,NSW,6972,5,41
1104014,564,882,5818,2,12,NSW,2255,2,14
1104015,202,975,16882,4,33,NSW,6090,4,36
1104016,513,1062,37154,8,71,NSW,12103,8,71
1104017,601,887,6154,2,12,NSW,2393,2,14
1104018,453,907,7912,2,16,NSW,3060,2,18
1104019,419,897,7034,2,14,NSW,2726,2,16
1104020,412,897,7004,2,14,NSW,2714,2,16
1104021,401,868,4876,1,10,NSW,1868,2,11
1104022,246,849,3819,1,8,NSW,1499,1,9
1104023,290,880,5607,2,11,NSW,2163,2,13
1104024,519,923,9607,2,19,NSW,3655,3,22
1104025,282,952,13265,3,26,NSW,4886,3,29
1104026,587,907,7937,2,16,NSW,3069,2,18
1104027,273,825,2818,1,6,NSW,1122,1,7
1104028,372,1039,31003,6,59,NSW,10340,7,61
1104029,390,927,9994,2,20,NSW,3786,3,23
1104030,337,807,2255,1,5,NSW,899,1,6
1104031,350,839,3369,1,7,NSW,1346,1,8
1104032,215,902,7483,2,15,NSW,2903,2,17
1104033,370,993,20267,4,39,NSW,7156,5,42
1104034,491,972,16393,4,32,NSW,5938,4,35
1104035,303,987,19215,4,37,NSW,6835,4,40
1104036,330,1021,26517,6,51,NSW,9031,6,53
1104037,285,891,6476,2,13,NSW,2503,2,15
1104038,324,933,10735,3,21,NSW,4030,3,24
1104039,612,932,10622,3,21,NSW,3998,3,24
1104040,376,949,12851,3,25,NSW,4750,3,28
1104041,285,910,8160,2,16,NSW,3147,2,19
1104042,353,858,4243,1,9,NSW,1649,1,10
1104043,530,918,9069,2,18,NSW,3487,3,21
1104044,301,920,9201,2,18,NSW,3535,3,21
1104045,460,918,9053,2,18,NSW,3478,3,21
1104046,451,917,8961,2,18,NSW,3436,3,21
1104047,445,894,6762,2,13,NSW,2622,2,16
1104048,472,973,16509,4,32,NSW,5972,4,35
1104049,434,968,15747,3,30,NSW,5720,4,34
1104050,362,941,11763,3,23,NSW,4395,3,26
1104051,441,1001,21861,5,42,NSW,7651,5,45
1104052,373,1033,29427,6,56,NSW,9897,6,58
1104053,510,896,6876,2,14,NSW,2664,2,16
1104054,339,1084,42634,9,82,NSW,13631,8,80
1104055,541,1037,30443,6,58,NSW,10179,6,60
1104056,391,1040,31482,6,60,NSW,10488,7,62
1104057,600,1059,36307,7,70,NSW,11867,7,70
1104058,336,1007,23188,5,45,NSW,8057,5,48
1104101,448,1057,35805,7,69,NSW,11726,7,69
1104102,621,1057,35839,7,69,NSW,11736,7,69
1104103,387,1046,32921,7,63,NSW,10886,7,64
1104104,433,1055,35346,7,68,NSW,11599,7,68
1104105,354,1068,38728,8,74,NSW,12517,8,74
1104106,396,1105,47438,10,91,NSW,15151,9,89
1104107,223,1070,39287,8,75,NSW,12666,8,74
1104109,390,1051,34305,7,66,NSW,11297,7,66
1104110,474,1095,45237,9,87,NSW,14446,9,85
1104111,246,1056,35559,7,68,NSW,11666,7,69
1104112,430,1072,39815,8,76,NSW,12797,8,75
1104113,342,1127,50974,10,97,NSW,16442,10,96
1104114,587,1045,32633,7,63,NSW,10800,7,64
1104115,323,1105,47405,10,91,NSW,15140,9,89
1104116,405,1097,45655,9,87,NSW,14584,9,86
1104117,246,1050,33986,7,65,NSW,11214,7,66
1104119,433,1056,35714,7,68,NSW,11698,7,69
1104120,421,1071,39422,8,75,NSW,12700,8,75
1104121,371,1048,33610,7,64,NSW,11103,7,65
1104122,290,1085,42888,9,82,NSW,13724,9,81
1104123,392,1048,33399,7,64,NSW,11033,7,65
1104124,423,1061,36852,8,71,NSW,12019,8,71
1104125,460,1065,37918,8,73,NSW,12299,8,72
1104201,470,895,6861,2,14,NSW,2658,2,16
1104202,504,927,10062,2,20,NSW,3809,3,23
1104203,291,966,15436,3,30,NSW,5616,4,33
1104204,407,805,2197,1,5,NSW,881,1,6
1104205,484,909,8145,2,16,NSW,3143,2,19
1104207,527,1065,38071,8,73,NSW,12336,8,73
1104208,485,910,8223,2,16,NSW,3171,2,19
1104209,244,993,20261,4,39,NSW,7153,5,42
1104210,440,1067,38432,8,74,NSW,12447,8,73
1104211,425,1083,42415,9,81,NSW,13566,8,80
1104213,595,965,15188,3,29,NSW,5530,4,33
1104214,510,1036,30237,6,58,NSW,10119,6,60
1104215,360,906,7800,2,15,NSW,3014,2,18
1104216,337,938,11424,3,22,NSW,4278,3,25
1104217,429,891,6533,2,13,NSW,2529,2,15
1104218,432,892,6572,2,13,NSW,2546,2,15
1104219,361,931,10464,2,20,NSW,3946,3,24
1104220,499,911,8316,2,16,NSW,3207,2,19
1104221,493,888,6280,2,12,NSW,2432,2,15
1104222,407,976,17034,4,33,NSW,6143,4,36
1104223,344,824,2781,1,6,NSW,1106,1,7
1104224,484,917,8946,2,18,NSW,3427,3,21
1104225,486,944,12080,3,23,NSW,4493,3,27
1104226,429,947,12506,3,24,NSW,4632,3,28
1104227,336,910,8181,2,16,NSW,3157,2,19
1104228,430,966,15383,3,30,NSW,5599,4,33
1104229,300,872,5107,1,10,NSW,1961,2,12
1104230,408,904,7636,2,15,NSW,2957,2,18
1104231,561,911,8306,2,16,NSW,3200,2,19
1104232,331,883,5868,2,12,NSW,2275,2,14
1104233,423,964,15159,3,29,NSW,5519,4,33
1104301,141,811,2382,1,5,NSW,947,1,6
1104302,362,974,16686,4,32,NSW,6029,4,36
1104303,511,945,12232,3,24,NSW,4545,3,27
1104304,377,997,20986,4,40,NSW,7397,5,44
1104305,369,1015,25024,5,48,NSW,8590,6,51
1104307,284,1082,42365,9,81,NSW,13557,8,80
1104308,257,1029,28440,6,55,NSW,9604,6,57
1104309,376,997,21104,5,41,NSW,7434,5,44
1104310,193,1007,23323,5,45,NSW,8098,5,48
1104311,450,957,14081,3,27,NSW,5153,4,31
1104312,815,844,3601,1,7,NSW,1429,1,9
1104313,403,546,223,1,1,NSW,67,1,1
1104315,393,1070,39187,8,75,NSW,12624,8,74
1104316,330,897,6964,2,14,NSW,2697,2,16
1104317,383,885,6023,2,12,NSW,2338,2,14
1104318,325,953,13404,3,26,NSW,4941,3,29
1104319,422,1013,24657,5,47,NSW,8468,5,50
1104320,427,973,16611,4,32,NSW,6003,4,36
1104321,337,1066,38200,8,73,NSW,12374,8,73
1104322,310,1030,28708,6,55,NSW,9685,6,57
1104323,463,1022,26793,6,51,NSW,9117,6,54
1104324,532,1061,36955,8,71,NSW,12048,8,71
1104325,438,1040,31481,6,60,NSW,10487,7,62
1104326,599,1025,27576,6,53,NSW,9350,6,55
1104327,381,1054,34989,7,67,NSW,11486,7,68
1104328,264,1059,36325,7,70,NSW,11872,7,70
1104329,284,969,15956,4,31,NSW,5793,4,34
1104330,577,1010,23892,5,46,NSW,8255,5,49
1104401,320,998,21294,5,41,NSW,7486,5,44
1104402,376,1035,30011,6,58,NSW,10057,6,59
1104403,243,909,8113,2,16,NSW,3130,2,19
1104404,628,1011,24120,5,46,NSW,8311,5,49
1104405,284,1025,27507,6,53,NSW,9327,6,55
1104406,285,1017,25518,5,49,NSW,8727,6,51
1104407,439,979,17552,4,34,NSW,6302,4,37
1104408,294,971,16298,4,31,NSW,5911,4,35
1104409,350,878,5536,2,11,NSW,2134,2,13
1104410,221,831,3011,1,6,NSW,1201,1,8
1104411,309,914,8618,2,17,NSW,3322,2,20
1104412,547,1025,27608,6,53,NSW,9361,6,55
1104414,468,998,21384,5,41,NSW,7516,5,44
1104415,408,945,12267,3,24,NSW,4560,3,27
1104416,665,948,12764,3,25,NSW,4718,3,28
1104417,524,930,10318,2,20,NSW,3893,3,23
1104419,465,1024,27281,6,52,NSW,9258,6,55
1104420,297,904,7666,2,15,NSW,2969,2,18
1104421,283,917,8965,2,18,NSW,3439,3,21
1104422,452,1007,23286,5,45,NSW,8089,5,48
1104423,477,1020,26255,5,50,NSW,8956,6,53
1104424,293,933,10772,3,21,NSW,4043,3,24
1104425,215,1022,26738,6,51,NSW,9100,6,54
1104426,370,1024,27187,6,52,NSW,9234,6,54
1104427,250,1010,23919,5,46,NSW,8261,5,49
1104428,373,984,18545,4,36,NSW,6612,4,39
1104429,504,975,16886,4,33,NSW,6091,4,36
1104430,285,951,13185,3,26,NSW,4855,3,29
1104431,301,1020,26214,5,50,NSW,8946,6,53
1104432,266,961,14591,3,28,NSW,5320,4,32
1104433,342,969,15898,4,31,NSW,5775,4,34
1104434,621,904,7611,2,15,NSW,2951,2,18
1104435,316,1108,48051,10,92,NSW,15375,9,90
1104436,455,922,9436,2,18,NSW,3603,3,22
1104437,286,1001,21882,5,42,NSW,7655,5,45
1104438,392,1054,34950,7,67,NSW,11472,7,67
1104439,386,1027,27916,6,54,NSW,9457,6,56
1104441,353,950,12981,3,25,NSW,4788,3,28
1104442,388,941,11764,3,23,NSW,4396,3,26
1104443,238,925,9728,2,19,NSW,3700,3,22
1104444,339,949,12825,3,25,NSW,4740,3,28
1104445,419,810,2334,1,5,NSW,931,1,6
1104446,611,558,253,1,1,NSW,81,1,1
1104447,497,765,1398,1,3,NSW,565,1,4
1104448,363,910,8188,2,16,NSW,3159,2,19
1104449,345,932,10589,3,21,NSW,3986,3,24
1104450,386,1058,36122,7,69,NSW,11820,7,69
1104451,408,1013,24725,5,48,NSW,8488,5,50
1104452,207,978,17500,4,34,NSW,6289,4,37
1104453,361,960,14514,3,28,NSW,5301,4,31
1104454,195,975,16893,4,33,NSW,6094,4,36
1104455,434,1014,24761,5,48,NSW,8502,5,50
1104456,402,1072,39741,8,76,NSW,12776,8,75
1104457,344,1044,32349,7,62,NSW,10709,7,63
1104458,349,1014,24882,5,48,NSW,8545,5,50
1104459,371,1067,38566,8,74,NSW,12478,8,73
1104501,435,954,13494,3,26,NSW,4967,3,29
1104502,342,975,16917,4,33,NSW,6103,4,36
1104503,288,949,12913,3,25,NSW,4767,3,28
1104504,563,987,19023,4,37,NSW,6772,4,40
1104505,555,897,7031,2,14,NSW,2724,2,16
1104506,598,896,6953,2,14,NSW,2693,2,16
1104507,543,910,8229,2,16,NSW,3174,2,19
1104508,367,916,8819,2,17,NSW,3386,2,20
1104509,397,900,7218,2,14,NSW,2791,2,17
1104510,622,871,5030,1,10,NSW,1935,2,12
